,origin,destination,count
19489,60750166021.,60750167001.,14
33045,60750253004.,60750208021.,14
40227,60750611012.,60750121001.,14
11911,60750128021.,60750134021.,14
24437,60750180001.,60750615012.,14
21018,60750169002.,60750202012.,14
10831,60750125032.,60750123023.,14
23612,60750178032.,60750178031.,14
24023,60750178043.,60750178032.,14
40216,60750611012.,60750117003.,14
14506,60750151001.,60750120022.,13
5078,60750117002.,60750106003.,13
25765,60750202011.,60750202012.,13
40813,60750615011.,60750208022.,13
458,60750102021.,60750101011.,13
696,60750103001.,60750107022.,13
25524,60750201023.,60750208022.,13
692,60750103001.,60750106003.,13
12475,60750129023.,60750101011.,13
11817,60750128021.,60750109021.,13
26679,60750203003.,60750176031.,13
8906,60750123013.,60750615013.,13
19982,60750167004.,60750168011.,13
32175,60750229021.,60750209001.,13
4644,60750112002.,60750111013.,13
20983,60750169002.,60750169001.,13
1433,60750106002.,60750105001.,13
21302,60750170003.,60750205001.,13
8965,60750123021.,60750123023.,13
11807,60750128021.,60750106003.,13
5368,60750117003.,60750106003.,13
27310,60750205001.,60750615012.,13
7236,60750121001.,60750615012.,13
27159,60750205001.,60750178032.,13
1097,60750105001.,60750106002.,13
1689,60750106002.,60750615011.,13
5637,60750117003.,60750615013.,13
24744,60750180004.,60750178032.,13
12118,60750128021.,60750615012.,13
31,60750101011.,60750117003.,13
42081,60750615061.,60750615011.,13
29470,60750208022.,60750208011.,13
4940,60750117001.,60750106002.,13
5417,60750117003.,60750123024.,13
5661,60750117004.,60750106002.,13
24877,60750201011.,60750177002.,13
11887,60750128021.,60750129012.,13
13,60750101011.,60750106003.,13
31720,60750228013.,60750208011.,13
4280,60750111021.,60750120011.,13
1186,60750105002.,60750106003.,13
27661,60750206011.,60750203003.,12
8643,60750123013.,60750120022.,12
2698,60750107022.,60750611012.,12
8790,60750123013.,60750205001.,12
11821,60750128021.,60750110021.,12
11634,60750128012.,60750128013.,12
12552,60750129023.,60750128013.,12
30004,60750209004.,60750201023.,12
7041,60750121001.,60750117002.,12
33922,60750258002.,60750615012.,12
21033,60750169002.,60750205002.,12
14977,60750152022.,60750155001.,12
26813,60750203003.,60750615012.,12
2899,60750109011.,60750109021.,12
12936,60750130021.,60750106002.,12
26609,60750203003.,60750123013.,12
12710,60750130011.,60750109021.,12
29473,60750208022.,60750208021.,12
6428,60750120011.,60750120022.,12
1774,60750106003.,60750123023.,12
22287,60750176031.,60750178041.,12
30068,60750209004.,60750253004.,12
40894,60750615011.,60750615031.,12
21932,60750176022.,60750615012.,12
40685,60750615011.,60750123024.,12
39835,60750610003.,60750101011.,12
40684,60750615011.,60750123023.,12
4672,60750112002.,60750123023.,12
12945,60750130021.,60750109021.,12
15228,60750153002.,60750153001.,12
20340,60750168012.,60750169002.,12
27938,60750206012.,60750205001.,12
32887,60750253003.,60750253004.,12
35322,60750302022.,60750302021.,12
15227,60750153002.,60750152022.,12
2210,60750107012.,60750117003.,12
3434,60750110012.,60750106002.,12
25189,60750201021.,60750202011.,12
1465,60750106002.,60750117004.,12
180,60750101011.,60750615012.,12
41984,60750615041.,60750615011.,12
5394,60750117003.,60750117004.,12
19248,60750166012.,60750167001.,12
26224,60750202021.,60750202011.,12
1735,60750106003.,60750109021.,12
7999,60750122022.,60750615012.,12
5075,60750117002.,60750105002.,12
8606,60750123013.,60750106003.,12
8110,60750122032.,60750122022.,12
18158,60750163003.,60750168011.,12
11489,60750127001.,60750127003.,12
20815,60750169001.,60750205001.,12
24634,60750180002.,60750615012.,12
9316,60750123023.,60750123022.,12
33742,60750258002.,60750123023.,12
5629,60750117003.,60750610003.,12
1983,60750107011.,60750106002.,12
12,60750101011.,60750106002.,12
5334,60750117002.,60750615012.,12
22077,60750176023.,60750176022.,12
12866,60750130012.,60750129023.,12
27022,60750204024.,60750205001.,12
5343,60750117002.,60750615061.,12
6261,60750119022.,60750123023.,12
11892,60750128021.,60750130012.,12
41305,60750615013.,60750123023.,12
41303,60750615013.,60750123013.,12
19116,60750166011.,60750168011.,12
1464,60750106002.,60750117003.,12
1796,60750106003.,60750129011.,12
1463,60750106002.,60750117002.,11
11435,60750126022.,60750126012.,11
7739,60750122022.,60750120011.,11
10828,60750125032.,60750123013.,11
22855,60750177001.,60750177002.,11
29787,60750209002.,60750208022.,11
20176,60750168011.,60750164002.,11
23619,60750178032.,60750180002.,11
41065,60750615012.,60750176022.,11
39972,60750610003.,60750176023.,11
6136,60750119021.,60750117002.,11
5695,60750117004.,60750121001.,11
39047,60750601001.,60750128013.,11
29014,60750208013.,60750208021.,11
11877,60750128021.,60750126022.,11
16689,60750158021.,60750164002.,11
11794,60750128021.,60750102012.,11
9525,60750123023.,60750610003.,11
10,60750101011.,60750105002.,11
20221,60750168011.,60750202011.,11
14084,60750134011.,60750128021.,11
41663,60750615031.,60750106003.,11
6154,60750119021.,60750123013.,11
9595,60750123024.,60750123013.,11
6757,60750120022.,60750109022.,11
27941,60750206012.,60750206011.,11
11434,60750126022.,60750126011.,11
16789,60750158022.,60750164001.,11
16698,60750158021.,60750169002.,11
28647,60750208011.,60750208013.,11
39987,60750610003.,60750180002.,11
18364,60750164001.,60750169002.,11
2157,60750107011.,60750611012.,11
6147,60750119021.,60750121001.,11
12863,60750130012.,60750128021.,11
26310,60750202022.,60750202011.,11
9248,60750123023.,60750101011.,11
14252,60750134021.,60750152022.,11
40971,60750615012.,60750123024.,11
9306,60750123023.,60750122021.,11
40641,60750615011.,60750106002.,11
25176,60750201021.,60750177002.,11
9305,60750123023.,60750121003.,11
14253,60750134021.,60750153001.,11
5869,60750117004.,60750615012.,11
9578,60750123024.,60750117003.,11
24293,60750179031.,60750615071.,11
11826,60750128021.,60750111021.,11
11815,60750128021.,60750109011.,11
24554,60750180002.,60750178043.,11
19239,60750166012.,60750164002.,11
12526,60750129023.,60750121001.,11
40408,60750611012.,60750615011.,11
11912,60750128021.,60750135001.,11
4295,60750111021.,60750123013.,11
3852,60750111011.,60750110012.,11
3859,60750111011.,60750111021.,11
5109,60750117002.,60750119021.,11
19256,60750166012.,60750169002.,11
1757,60750106003.,60750119021.,11
27658,60750206011.,60750202021.,11
3865,60750111011.,60750117002.,11
29644,60750209001.,60750209004.,11
11309,60750126012.,60750126011.,11
12545,60750129023.,60750126011.,11
6410,60750120011.,60750111011.,11
22609,60750176042.,60750176043.,11
4669,60750112002.,60750123013.,11
969,60750104012.,60750106003.,11
26870,60750204012.,60750205001.,11
9264,60750123023.,60750106002.,11
26225,60750202021.,60750202012.,11
39889,60750610003.,60750123023.,11
28380,60750207021.,60750202012.,11
2765,60750108002.,60750107021.,11
191,60750101012.,60750101011.,11
1711,60750106003.,60750102021.,11
41694,60750615031.,60750123023.,11
7280,60750121002.,60750123013.,11
9535,60750123023.,60750615031.,11
31477,60750227041.,60750607021.,10
6241,60750119022.,60750117001.,10
29622,60750209001.,60750201023.,10
20634,60750168022.,60750168011.,10
3611,60750110021.,60750107011.,10
26358,60750202023.,60750202011.,10
19585,60750166021.,60750302021.,10
19106,60750166011.,60750164002.,10
24226,60750179031.,60750178032.,10
26014,60750202012.,60750207021.,10
7273,60750121002.,60750121001.,10
7233,60750121001.,60750611012.,10
41286,60750615013.,60750117003.,10
35163,60750302021.,60750166021.,10
32091,60750229012.,60750209001.,10
8620,60750123013.,60750111011.,10
23741,60750178041.,60750117003.,10
11921,60750128021.,60750152022.,10
29621,60750209001.,60750201022.,10
3039,60750109021.,60750110012.,10
7043,60750121001.,60750117004.,10
27828,60750206012.,60750123013.,10
42306,60750615071.,60750615012.,10
1446,60750106002.,60750109021.,10
8024,60750122031.,60750122022.,10
15117,60750153001.,60750152022.,10
24220,60750179031.,60750176023.,10
1724,60750106003.,60750106002.,10
33026,60750253004.,60750202012.,10
6785,60750120022.,60750122022.,10
5785,60750117004.,60750176023.,10
29246,60750208021.,60750201023.,10
1729,60750106003.,60750107022.,10
15120,60750153001.,60750155001.,10
23231,60750178011.,60750176023.,10
4579,60750112001.,60750112002.,10
19294,60750166012.,60750206011.,10
12301,60750129012.,60750129023.,10
245,60750101021.,60750101011.,10
9301,60750123023.,60750120021.,10
20819,60750169001.,60750206012.,10
19694,60750167001.,60750166012.,10
23813,60750178041.,60750177002.,10
12689,60750129023.,60750615012.,10
5635,60750117003.,60750615011.,10
8909,60750123013.,60750615031.,10
11485,60750127001.,60750126011.,10
21024,60750169002.,60750203003.,10
10812,60750125032.,60750117003.,10
29684,60750209001.,60750253004.,10
30024,60750209004.,60750209001.,10
5326,60750117002.,60750607031.,10
39879,60750610003.,60750121001.,10
27068,60750205001.,60750123013.,10
20172,60750168011.,60750162002.,10
41240,60750615012.,60750615022.,10
6221,60750119021.,60750615012.,10
5229,60750117002.,60750179031.,10
30,60750101011.,60750117002.,10
40960,60750615012.,60750122022.,10
40413,60750611012.,60750615031.,10
26000,60750202012.,60750202011.,10
25999,60750202012.,60750201023.,10
1751,60750106003.,60750117002.,10
5104,60750117002.,60750117004.,10
1170,60750105002.,60750101011.,10
2716,60750108001.,60750107021.,10
5683,60750117004.,60750117002.,10
5868,60750117004.,60750615011.,10
6138,60750119021.,60750117004.,10
11808,60750128021.,60750107011.,10
26671,60750203003.,60750169002.,10
5409,60750117003.,60750122032.,10
5130,60750117002.,60750123024.,10
5682,60750117004.,60750117001.,10
8760,60750123013.,60750176022.,10
39118,60750601002.,60750128012.,10
25506,60750201023.,60750202012.,10
1702,60750106002.,60750615071.,10
11724,60750128013.,60750129023.,10
5408,60750117003.,60750122022.,10
5059,60750117002.,60750101011.,10
2819,60750108003.,60750107011.,10
9342,60750123023.,60750129023.,10
412,60750102012.,60750109021.,10
3876,60750111011.,60750120022.,10
23594,60750178032.,60750169002.,10
41082,60750615012.,60750179031.,10
19499,60750166021.,60750169002.,10
8656,60750123013.,60750123021.,10
31877,60750228031.,60750209001.,10
19492,60750166021.,60750167004.,10
40901,60750615011.,60750615071.,10
9532,60750123023.,60750615013.,10
20012,60750167004.,60750205001.,10
23614,60750178032.,60750178041.,10
20190,60750168011.,60750168012.,10
9591,60750123024.,60750122032.,10
11810,60750128021.,60750107021.,10
2817,60750108003.,60750106002.,10
9265,60750123023.,60750106003.,10
346,60750102011.,60750109021.,10
21627,60750171023.,60750166012.,10
29012,60750208013.,60750208012.,10
31874,60750228031.,60750208013.,10
3218,60750109022.,60750106002.,10
1861,60750106003.,60750176023.,10
33044,60750253004.,60750208013.,10
2893,60750109011.,60750106003.,10
11859,60750128021.,60750123023.,10
29788,60750209002.,60750209001.,10
41647,60750615022.,60750615012.,10
27183,60750205001.,60750204023.,10
22212,60750176023.,60750615013.,10
22215,60750176023.,60750615031.,10
30892,60750215002.,60750253004.,10
8640,60750123013.,60750120011.,10
3072,60750109021.,60750123013.,10
13747,60750132002.,60750134021.,9
12154,60750128022.,60750130022.,9
7032,60750121001.,60750111011.,9
6993,60750120022.,60750611012.,9
5520,60750117003.,60750180002.,9
24071,60750178043.,60750615012.,9
7051,60750121001.,60750120021.,9
1800,60750106003.,60750129023.,9
1726,60750106003.,60750107011.,9
13789,60750132003.,60750130022.,9
615,60750102022.,60750101011.,9
33829,60750258002.,60750178032.,9
26532,60750203002.,60750202012.,9
24170,60750179031.,60750105002.,9
14236,60750134021.,60750128021.,9
31401,60750227021.,60750607021.,9
26587,60750203003.,60750117003.,9
32035,60750229011.,60750209004.,9
7052,60750121001.,60750120022.,9
41679,60750615031.,60750117002.,9
13788,60750132003.,60750130021.,9
3866,60750111011.,60750117003.,9
24188,60750179031.,60750123013.,9
25186,60750201021.,60750201012.,9
7016,60750121001.,60750106002.,9
1713,60750106003.,60750103001.,9
11605,60750128011.,60750128021.,9
21017,60750169002.,60750202011.,9
25106,60750201021.,60750122022.,9
1590,60750106002.,60750179031.,9
17849,60750162002.,60750168021.,9
21175,60750169003.,60750169002.,9
22015,60750176023.,60750125031.,9
41680,60750615031.,60750117003.,9
20185,60750168011.,60750167001.,9
33919,60750258002.,60750611012.,9
12147,60750128022.,60750128021.,9
26988,60750204023.,60750205002.,9
5333,60750117002.,60750615011.,9
13653,60750131022.,60750130021.,9
18916,60750165002.,60750166021.,9
33042,60750253004.,60750208011.,9
18909,60750165002.,60750164001.,9
972,60750104012.,60750107021.,9
11793,60750128021.,60750102011.,9
4288,60750111021.,60750122022.,9
41266,60750615013.,60750106002.,9
3088,60750109021.,60750128021.,9
1054,60750104023.,60750106002.,9
29636,60750209001.,60750208011.,9
2526,60750107021.,60750611012.,9
15876,60750155004.,60750155001.,9
11900,60750128021.,60750131022.,9
4144,60750111013.,60750111011.,9
19416,60750166021.,60750123013.,9
33046,60750253004.,60750208022.,9
12559,60750129023.,60750130011.,9
23438,60750178031.,60750178041.,9
2401,60750107021.,60750123023.,9
2398,60750107021.,60750123013.,9
18593,60750164002.,60750169002.,9
18585,60750164002.,60750167001.,9
5095,60750117002.,60750111022.,9
5096,60750117002.,60750112002.,9
9589,60750123024.,60750122021.,9
19480,60750166021.,60750164002.,9
4298,60750111021.,60750123023.,9
2337,60750107012.,60750615012.,9
6567,60750120011.,60750615012.,9
9590,60750123024.,60750122022.,9
5116,60750117002.,60750121001.,9
23275,60750178011.,60750615012.,9
41935,60750615033.,60750615031.,9
260,60750101021.,60750107021.,9
26705,60750203003.,60750202021.,9
4263,60750111021.,60750111011.,9
12746,60750130011.,60750128021.,9
177,60750101011.,60750611012.,9
26724,60750203003.,60750208021.,9
5415,60750117003.,60750123022.,9
7283,60750121002.,60750123023.,9
2763,60750108002.,60750107011.,9
8767,60750123013.,60750176043.,9
11847,60750128021.,60750121001.,9
19238,60750166012.,60750164001.,9
10068,60750124051.,60750124053.,9
7878,60750122022.,60750178031.,9
8109,60750122032.,60750122021.,9
40887,60750615011.,60750611012.,9
26899,60750204013.,60750203003.,9
11938,60750128021.,60750158022.,9
9367,60750123023.,60750155001.,9
12937,60750130021.,60750106003.,9
25786,60750202011.,60750208011.,9
7269,60750121002.,60750120011.,9
25784,60750202011.,60750207021.,9
20818,60750169001.,60750206011.,9
40897,60750615011.,60750615041.,9
12687,60750129023.,60750611012.,9
26843,60750204011.,60750205001.,9
6137,60750119021.,60750117003.,9
26698,60750203003.,60750201011.,9
40240,60750611012.,60750123023.,9
6432,60750120011.,60750122022.,9
256,60750101021.,60750106002.,9
6157,60750119021.,60750123023.,9
3449,60750110012.,60750110021.,9
9292,60750123023.,60750117004.,9
9309,60750123023.,60750122032.,9
4957,60750117001.,60750117002.,9
11878,60750128021.,60750127001.,9
512,60750102021.,60750123023.,9
18348,60750164001.,60750164002.,9
18359,60750164001.,60750168011.,9
9527,60750123023.,60750611012.,9
23739,60750178041.,60750117001.,9
471,60750102021.,60750106002.,9
8626,60750123013.,60750112002.,9
14323,60750135001.,60750130022.,9
19535,60750166021.,60750206011.,9
3037,60750109021.,60750109022.,9
7704,60750122022.,60750106002.,9
18394,60750164001.,60750205001.,9
6747,60750120022.,60750106002.,9
17,60750101011.,60750107022.,9
41545,60750615022.,60750117003.,9
5156,60750117002.,60750129023.,9
2023,60750107011.,60750123013.,9
35392,60750302023.,60750302022.,9
6765,60750120022.,60750111022.,9
27070,60750205001.,60750123023.,9
1429,60750106002.,60750103001.,9
27421,60750205002.,60750206012.,9
13844,60750132004.,60750130021.,9
14510,60750151001.,60750122022.,9
11797,60750128021.,60750103001.,9
1965,60750106003.,60750615013.,9
23891,60750178041.,60750615012.,9
33311,60750254031.,60750253004.,9
26058,60750202012.,60750253004.,9
11888,60750128021.,60750129021.,9
11446,60750126022.,60750129023.,9
40217,60750611012.,60750117004.,9
7722,60750122022.,60750111021.,9
27557,60750206011.,60750123013.,9
9326,60750123023.,60750125032.,9
11386,60750126021.,60750126012.,9
3495,60750110012.,60750128021.,9
26989,60750204023.,60750206011.,9
34909,60750301014.,60750166021.,9
12490,60750129023.,60750106002.,9
4664,60750112002.,60750121001.,9
2223,60750107012.,60750123013.,9
8652,60750123013.,60750122042.,9
8650,60750123013.,60750122032.,9
5126,60750117002.,60750123013.,9
5866,60750117004.,60750611012.,9
4655,60750112002.,60750117004.,9
9315,60750123023.,60750123021.,9
40666,60750615011.,60750117004.,9
20640,60750168022.,60750169002.,9
9108,60750123022.,60750117003.,9
19111,60750166011.,60750166012.,9
19528,60750166021.,60750202012.,9
41454,60750615013.,60750611012.,9
39847,60750610003.,60750105002.,9
11889,60750128021.,60750129022.,9
2189,60750107012.,60750106003.,9
11883,60750128021.,60750128013.,8
13648,60750131022.,60750128021.,8
20227,60750168011.,60750203003.,8
31722,60750228013.,60750208013.,8
24749,60750180004.,60750180002.,8
11856,60750128021.,60750123013.,8
29011,60750208013.,60750208011.,8
15574,60750155001.,60750122022.,8
20222,60750168011.,60750202012.,8
1182,60750105002.,60750105001.,8
13652,60750131022.,60750130012.,8
28992,60750208013.,60750201023.,8
13651,60750131022.,60750129023.,8
11882,60750128021.,60750128012.,8
7065,60750121001.,60750123022.,8
42082,60750615061.,60750615012.,8
4265,60750111021.,60750111022.,8
7404,60750121003.,60750123022.,8
42146,60750615071.,60750105002.,8
42148,60750615071.,60750106003.,8
1504,60750106002.,60750128021.,8
9530,60750123023.,60750615011.,8
24457,60750180002.,60750106002.,8
25012,60750201012.,60750201021.,8
31872,60750228031.,60750208011.,8
24440,60750180001.,60750615022.,8
1475,60750106002.,60750121001.,8
25015,60750201012.,60750202011.,8
29060,60750208013.,60750253004.,8
21252,60750170002.,60750205001.,8
42162,60750615071.,60750117002.,8
5349,60750117002.,60750615082.,8
28891,60750208013.,60750123013.,8
19989,60750167004.,60750169002.,8
19978,60750167004.,60750167001.,8
24392,60750180001.,60750180002.,8
24379,60750180001.,60750176023.,8
5519,60750117003.,60750180001.,8
21225,60750170001.,60750205001.,8
1333,60750105002.,60750615071.,8
26602,60750203003.,60750122022.,8
24627,60750180002.,60750607031.,8
42086,60750615061.,60750615031.,8
4267,60750111021.,60750112002.,8
33021,60750253004.,60750201012.,8
13624,60750131022.,60750106002.,8
24637,60750180002.,60750615031.,8
21778,60750176022.,60750123013.,8
20213,60750168011.,60750178032.,8
5426,60750117003.,60750125032.,8
24628,60750180002.,60750607032.,8
26905,60750204013.,60750206012.,8
7402,60750121003.,60750123013.,8
26696,60750203003.,60750180002.,8
41932,60750615033.,60750615012.,8
26691,60750203003.,60750178041.,8
7387,60750121003.,60750117003.,8
4290,60750111021.,60750122032.,8
26687,60750203003.,60750177002.,8
1324,60750105002.,60750615012.,8
11818,60750128021.,60750109022.,8
31559,60750228011.,60750177002.,8
30506,60750211004.,60750206011.,8
1107,60750105001.,60750117002.,8
7017,60750121001.,60750106003.,8
23059,60750177002.,60750202011.,8
23070,60750177002.,60750206012.,8
9430,60750123023.,60750180002.,8
8762,60750123013.,60750176031.,8
18356,60750164001.,60750167001.,8
12377,60750129021.,60750130022.,8
35162,60750302021.,60750166012.,8
35155,60750302021.,60750164002.,8
9239,60750123022.,60750615012.,8
4630,60750112002.,60750106002.,8
16677,60750158021.,60750158022.,8
23713,60750178032.,60750615012.,8
12750,60750130011.,60750129023.,8
19529,60750166021.,60750202021.,8
25523,60750201023.,60750208021.,8
25528,60750201023.,60750209004.,8
40670,60750615011.,60750119022.,8
40673,60750615011.,60750121001.,8
35174,60750302021.,60750171023.,8
23820,60750178041.,60750178043.,8
2199,60750107012.,60750109022.,8
6748,60750120022.,60750106003.,8
40916,60750615012.,60750105002.,8
33310,60750254031.,60750253003.,8
8778,60750123013.,60750180002.,8
20722,60750168023.,60750205001.,8
6793,60750120022.,60750123013.,8
29669,60750209001.,60750229021.,8
18242,60750163004.,60750168011.,8
2821,60750108003.,60750107021.,8
6781,60750120022.,60750121001.,8
29292,60750208021.,60750253004.,8
29019,60750208013.,60750209004.,8
2005,60750107011.,60750117002.,8
22094,60750176023.,60750180002.,8
11490,60750127001.,60750128013.,8
20978,60750169002.,60750168011.,8
41084,60750615012.,60750180002.,8
20977,60750169002.,60750167004.,8
435,60750102012.,60750129023.,8
26311,60750202022.,60750202012.,8
41051,60750615012.,60750167004.,8
32767,60750252004.,60750253003.,8
12560,60750129023.,60750130012.,8
8116,60750122032.,60750123013.,8
30795,60750214003.,60750206011.,8
20816,60750169001.,60750205002.,8
5964,60750119011.,60750123013.,8
8900,60750123013.,60750611012.,8
28378,60750207021.,60750201023.,8
41285,60750615013.,60750117002.,8
3341,60750110011.,60750106002.,8
33698,60750258002.,60750101011.,8
6429,60750120011.,60750121001.,8
5074,60750117002.,60750105001.,8
